Business Name,Address,Phone,Services / Products,Website,Minority Type,Status,Kentucky Based
"NITI SYSTEMS CONSULTANTS, INC.","4521 Bastion Drive, Roswell, GA, 30075",(404) 509-3055,Related Services: 541511 – Custom Computer Programming Services; 541512 – Computer Systems Design Services; 541519 – Other Computer Related Services; 541611 – Administrative Management and General Management Consulting Services; 541613 – Marketing Consulting Services; and 611420 – Computer Training,https://www.NitiSys.com,Asian-Owned,Active,No
"NK Stone Design, Inc.","N/A, Newport, KY, N/A",859-581-2255,"Fabrication & installation of natural stone; marble, granite, slate, quartz, & tile sales",,Women-Owned,No Website,Yes
"NWK CONSTRUCTION, INC.","PO Box 486, Harrodsburg, KY, 40330",(859) 733-0763 Fax: (859) 733-0768,"Related Services: 237310 - Specializing in bridge construction, bridge decking construction, culverts - highway, road and street construction; curbs and street gutters - highway, road and street, construction; guardrail construction, highway construction, pavement - highway, road, street, bridge or ",https://N/A,Women-Owned,Inactive,Yes
National Contracting Services LLC,"N/A, Louisville, KY, N/A",502-614-8646,"General contractor, 8a certified, operation & maintenance vendor",https://www.ncssuccess.com,Minority-Owned (general),Inactive,Yes
"New City Development Partners, LLC.","211 N Pennsylvania St, STE 1800, Indianapolis, IN, 46204",608-931-3650,"New City Development Partners, LLC provides real estate development services. At New City Development, it is (1) our ambition to be the best real estate development firm in the industry; and (2) our conviction that doing good and doing well are not mutually exclusive. We achieve these by coupling ex",http://www.ncdpartners.com,Minority-Owned (general),Active,No
"New Hope Consulting, LLC","N/A, Lexington, KY, N/A",859-200-1891,"Affordable housing consultant and assist developers in application preparation for Low Income Housing Tax Credit, Federal Home Loan Bank, State HOME, and Affordable Housing Trust Fund applications",,Women-Owned,No Website,Yes
"New Horizons Demolition, LLC","N/A, Louisville, KY, N/A",502-599-8357,"Provides residential, commercial & industrial demolition services",,Women-Owned,No Website,Yes
New Leaf Clinic Inc,"215 W Breckinridge St, Louisville, KY, 40203",502-851-3556,Mental health practice,http://www.newleaf1216.com,Minority-Owned (general),Active,Yes
"New Place Realty, LLC / New Place Network","N/A, Lexington, KY, N/A",859-312-5655,"Licensed real estate sales and limited leasing services, listing property for sale, showing property, and giving market analysis",,"Minority-Owned (general), Women-Owned",No Website,Yes
"New Towne Consultants, LLC","4720 Pinewood Rd, Louisville, KY, 40218",502-398-9800,Provided Traffic control personnel and equipment.,,Women-Owned,No Website,Yes
"New Towne Consultants, LLC dba NTC","N/A, Louisville, KY, N/A",502-337-7321,"Administrative & general management, bookkeeping, accounting notary services, subcontractor consultant including budgets, procurement, estimating, traffic control services",https://www.newtowneconsultants.com,Women-Owned,Inactive,Yes
"New West, LLC","N/A, Louisville, KY, N/A",502-891-2500,"Marketing, public relations, advertising & graphic design",https://www.newwestagency.com,Minority-Owned (general),Active,Yes
"Newport Automation, LLC","N/A, Newport, KY, N/A",859-212-0550,Design & install IP-based portable & fixed video surveillance camera systems,https://www.newportautomation.com,Minority-Owned (general),Active,Yes
"Next Century Technologies, LLC","N/A, Lexington, KY, N/A",859-245-0582,"IT management and support for businesses including cybersecurity, backups, HIPAA/financial compliance, phones all across Kentucky and other states",https://www.NextCenturyTechnologies.com,Women-Owned,Active,Yes
"Nikyas Tiny Tribe Dance, LLC dba Tippi Toes SoKY & TN","N/A, Russellville, KY, N/A",270-883-1797,"Dance classes, dance camps & dance apparel",,Women-Owned,No Website,Yes
Noir Realty KY LLC,"2900 W Broadway, Suite 223, Louisville, KY, 40211",877-664-7735,Real Estate Firm,http://www.noir-realty.com,Minority-Owned (general),Active,Yes
"Northside Construction and Supply Co., Inc.","5861 Cheviot Road Suite 300, Cincinnati, OH, 45247",513-542-1344,"Integrated supplier of construction materials, maintenance, janitorial, water main and safety supplies.",http://northside-supply.com,Minority-Owned (general),Inactive,No
"OHIO VALLEY ARCHAEOLOGY, LLC","4889 Sinclair Road, Suite 210, Columbus, OH, 43229-5434",(614) 436-6926 Fax: (614) 436-5434,Related Services: 541360 – Geophysical Surveying and Mapping Services; 541380 – Testing Laboratories; 541620 – Environmental Consulting Services; 541690 – Other Scientific and Technical Consulting Services; 541720 – Research and Development in the Social Sciences and Humanities; and 541990 – All Oth,https://www.ovaigroup.com,"Asian-Owned, Women-Owned",Active,No
"ONE HILL TECHNOLOGIES, LLC","11 Municipal Dr., Ste. 200, FISHERS, IN, 46038",317-576-4720,One Hill Tech is a full-stack software development company that develops software for project-based clients as well as provides advising and consulting on software technologies.,http://www.onehilltech.com,Minority-Owned (general),Active,No
"Omni Custom Meats, Inc.","N/A, Bowling Green, KY, N/A",270-796-6147,"Processor of beef, pork & poultry products for hotel, restaurant & institutional markets & full-line food distributions",https://www.omnimeats.com,Minority-Owned (general),Active,Yes
"Oscar Robertson Document Management Services, LLC","N/A, Cincinnati, OH, N/A",513-307-1107,"Provides enterprise, process and content management software solutions, as well as document scanning, archiving and cloud storage, print production services and onsite managed print services (MPS), and multifunctional printers and copiers",https://www.orsolutions.com,Minority-Owned (general),Active,No
"Overflow Services, LLC","2110 Reynolds Lane, Louisville, KY, 40218",502-807-6450,"Plumbing Services, Kitchen & Bathroom remodeling;",http://www:overflowplumbing.com,Minority-Owned (general),Inactive,Yes
P & G CONSTRUCTION CO.,"1217 Buffalo Creek Road, Huntington, WV, 25704",(304) 429-1663 or (304) 634-4211 Fax: (304) 429-1664,"Related Services: 237310 - Specializing in concrete paving (i.e., highway, road, street, public sidewalk); curbs and street gutters, highway, road and street, construction; sidewalk, public, construction; 237990 - Specializing in drainage canal and ditch construction; drainage project construction; ",https://N/A,Women-Owned,Inactive,No
"PARAMOUNT SAFETY, LLC","1614 Algonquin Parkway, #19, Louisville, KY, 40210",(502) 553-4523 Fax: (502) 368-9775,Related Services: 611699 - Specializing in CPR training and certification and first aid instruction and 611710 - Specializing in educational consultants and support services,https://www.paramountsafety.us,Black-Owned,Active,Yes
"PEMCCO, INC.","PO Box 8981, Virginia Beach, VA, 23450",(757) 301-0602 or (757) 437-8862 Fax: (757) 437-8835,"Related Services: 488490 - Specializing in Bridge, tunnel, and highway operations; 541512 – Specializing in Computer hardware consulting; Computer software consulting; Computer systems integration analysis and design; Computer systems integrator services; Information management computer systems inte",https://www.pemcco.com,Black-Owned,Inactive,No
"PERFORMANCE EXTERIORS, INC.","2400 Arnoldtown Woods Road, Louisville, KY, 40214",(502) 935-5521 or (502) 817-4381 Fax: (502) 935-5567,"Related Services: 238140 - Specializing in brick and stone veneer, EIFS and caulking",https://www.performanceexterior.com,Women-Owned,Inactive,Yes
"PHILMOR CONTRACTING, INC.","8363 Veterans Memorial Hwy., Sharpsburg, KY, 40374",(606) 247-2413,"Related Services: 238910 - Specializing in Blast hole drilling (except mining), Blasting, construction site, Construction equipment (except crane) rental with operator, Dirt moving for construction, Equipment rental (except crane), construction, with operator, Excavating, earthmoving, or land cleari",https://N/A,Women-Owned,Inactive,Yes
PLC Automation,"N/A, Manvel, TX, N/A",713-557 8998,"Programmable logic controllers based on process control, automation, and customized professional training",,Women-Owned,No Website,No
"PLEASANT NEWS, INC.","1201 E. Hector Street, Conshohocken, NJ, 19428",(267) 784-4082,"Concessionaire: 424310 - Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers; 424920 - Book, Periodical, and Newspaper Merchant Wholesalers;448110 - Men's Clothing Stores; 448120 - Women's Clothing Stores; 448150 - Clothing accessories stores; 448310 - Jewelry Stores; 451211 - Book stores",https://N/A,Black-Owned,Inactive,No
"POWELL VALLEY STONE CO., INC.","PO Box 10, Dryden, VA, 24243",(276) 546-2550 Fax: (276) 546-2755,Related Services: 212311 – Dimension Stone Mining and Quarrying,https://N/A,Women-Owned,Inactive,No
"POZZOLANIC CONTRACTING & SUPPLY CO., INC.","PO Box 14186, Knoxville, TN, 37914",(865) 225-0090 Fax: (865) 225-0095,"Related Services: 237310 - Specializing in soil stabilization and reclamation

Prequalified: lime and cement road bed soil stabilization",https://www.pozz.com,Women-Owned,Active,No
"PRO-MARK, INC.","PO Box 1421, Mt. Sterling, KY, 40353",(859) 497-0533 Fax: (859) 498-7827,"Related Services: 237310 - Specializing in Airport runway line painting (e.g., striping), Highway line painting, Painting lines on highways, streets, and bridges, painting traffic lanes or parking lots, Parking lot marking and line painting, Runway, airport, line painting (e.g., striping), Sign erec",https://N/A,Women-Owned,Inactive,Yes
"PROMETHEUS FOUNDRY, LLC d/b/a PROMETHEUS ART","PO Box 12023, Lexington, KY, 40579",(859) 382-7130 or (502) 592-3774,"Related Services: 238190 – Specializing in decorative steel and ornamental metal work installation; 331529 – Specializing in bronze and nonferrous metal (except aluminum) foundries, copper alloy castings, and investment casting; 332323 – Specializing in architectural metal work, ornamental balcony r",https://www.prometheusart.com,Women-Owned,Active,Yes
"PSD EXECUTIVE PROTECTION SPECIALISTS, LLC","PO Box 206163, Louisville, KY, 40250",(502) 822-6617 or (267) 325-0999,"Concessionaire/Related Services: 524291 – Specializing in cause-of-loss investigators, insurance; claims adjusting, insurance; fire investigators; insurance claims adjusting; insurance claims investigation services; and loss control consultants; 541690 - Specializing in safety consulting services an",https://www.PSDExecutiveProtection.com,Black-Owned,Active,Yes
"PSRI Technologies, LLC","N/A, Chesterfield, MO, N/A",636-778-3434,"Information technology, IT development services, staffing, and project management, and HP, Dell and Lenovo reseller",https://psritech.com/,"Minority-Owned (general), Women-Owned",Active,No
"PUSH 4J CONSTRUCTION COMPANY, LLC","333 N. Main Street, Dyer, TN, 38330",(731) 692-2526 or (731) 692-2527 Fax: (731) 692-2528,Related Services: 238110 - Poured Concrete Foundation and Structure Contractors; and 238990 - All Other Specialty Trade Contractors,https://N/A,Black-Owned,Inactive,No
"Paladin, Inc.","121 Old Lafayette Ave., Lexington, KY, 40502",859-252-3047,Engineering Services,http://www.paladinengineers.com,Women-Owned,Inactive,Yes
"Paladin, Inc.","N/A, Lexington, KY, N/A",859-252-3047,"Building commissioning & LEED; testing for  building enclosure & engineered systems; technical & consulting services to include: conditions assessments, sustainability consulting, 3-d coordination & scanning, controls integration, project management, owner’s representation & project coordination",https://www.PaladinEngineers.com,Women-Owned,Inactive,Yes
"Paradise Island Tea, LLC","8913 Stone Green Way, STE 101, Louisville, KY, 40220",502-813-1014,"Paradise Island Tea is a bottled tea company. We are manufactured here in Louisville, KY. We sell to retail outlets and at farmers markets, festivals, shows and events.",http://www.paradiseislandtea.com,Minority-Owned (general),Active,Yes
Patton Unlimited,"931 Commerce Drive, Leitchfield, KY, 42754",270-230-0221,"Playground Equipment, Shelters & Design Services;",http://www.miraclekytn.com,Women-Owned,Active,Yes
Patton Unlimited Inc. dba Miracle of KY/TN,"N/A, Leitchfield, KY, N/A",270-230-0221,Playground equipment sales & installation,https://www.miraclekytn.com,Women-Owned,Active,Yes
"Paulie's Services, LLC","N/A, Louisville, KY, N/A",502-416-4153,"Plumbing & gas installation, residential & commercial",,Minority-Owned (general),No Website,Yes
Paulies Plumbing Services LLC,"2925 Dixie Hwy, Louisville, KY, 40216",502-416-4153,Plumbing: Commercial and Residential,,Minority-Owned (general),No Website,Yes
"Payne III Enterprise, LLC","3426 N. Winthrop Ave., Indianapolis, IN, 46205",317-998-3677,General Freight Delivery; Over the Road General Freight Delivery; Logistics; construction clean up,http://www.jlplogistics.com,Minority-Owned (general),Active,No
"Peer Exchange Network, LLC","N/A, Winchester, KY, N/A","859-948-5508, 859-744-6521","Leadership training, employee retention, and management consulting for women and minorities",https://www.soarlead.com,Women-Owned,Active,Yes
